"api_version","results__corporate_grouping__name","results__corporate_grouping__wikipedia_id","results__corporate_grouping__companies_count","results__corporate_grouping__created_at","results__corporate_grouping__updated_at","results__corporate_grouping__curators__user__name","results__corporate_grouping__curators__user__opencorporates_url","results__corporate_grouping__memberships__membership__source__publisher","results__corporate_grouping__memberships__membership__source__retrieved_at","results__corporate_grouping__memberships__membership__source__url","results__corporate_grouping__memberships__membership__source__source_type","results__corporate_grouping__memberships__membership__company__name","results__corporate_grouping__memberships__membership__company__jurisdiction_code","results__corporate_grouping__memberships__membership__company__company_number","results__corporate_grouping__memberships__membership__company__opencorporates_url","results__corporate_grouping__memberships__membership__company__inactive"
"0.4.6","Donald Trump","Donald_Trump","1055","2016-05-04T19:59:57+00:00","2017-04-15T13:31:04+00:00","Ben Parker","https://opencorporates.com/users/23275","Ben Parker","2016-05-04T20:00:00+00:00","https://opencorporates.com/users/23275","user","TRUMP SALES & LEASING CHICAGO MEMBER CORP","us_de","4744125","https://opencorporates.com/companies/us_de/4744125","null"
"","","","","","","Pratheek Rebala","https://opencorporates.com/users/35566","Ben Parker","2016-05-04T20:00:00+00:00","https://opencorporates.com/users/23275","user","4 SHADOW TREE LANE LLC","us_ny","4300822","https://opencorporates.com/companies/us_ny/4300822","False"
"","","","","","","J. Yng","https://opencorporates.com/users/11422","Ben Parker","2016-05-04T20:00:00+00:00","https://opencorporates.com/users/23275","user","4 SHADOW TREE LANE LLC","us_ny","4300822","https://opencorporates.com/companies/us_ny/4300822","False"
"","","","","","","Alex Skene","https://opencorporates.com/users/30315","Ben Parker","2016-05-04T20:00:00+00:00","https://opencorporates.com/users/23275","user","4 SHADOW TREE LANE MEMBER CORP","us_ny","4300863","https://opencorporates.com/companies/us_ny/4300863","False"
"","","","","","","Christopher Groskopf","https://opencorporates.com/users/36943","Ben Parker","2016-05-04T20:00:00+00:00","https://opencorporates.com/users/23275","user","40 WALL DEVELOPMENT ASSOCIATES LLC","us_ny","1943518","https://opencorporates.com/companies/us_ny/1943518","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:00+00:00","https://opencorporates.com/users/23275","user","40 WALL STREET MEMBER CORP.","us_ny","2252552","https://opencorporates.com/companies/us_ny/2252552","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:00+00:00","https://opencorporates.com/users/23275","user","401 MEZZ VENTURE LLC","us_de","3861328","https://opencorporates.com/companies/us_de/3861328","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:01+00:00","https://opencorporates.com/users/23275","user","401 NORTH WABASH VENTURE LLC","us_de","3477659","https://opencorporates.com/companies/us_de/3477659","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:01+00:00","https://opencorporates.com/users/23275","user","809 NORTH CANON LLC","us_de","4266968","https://opencorporates.com/companies/us_de/4266968","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:01+00:00","https://opencorporates.com/users/23275","user","81 PINE NOTE HOLDER INC","us_ny","2180746","https://opencorporates.com/companies/us_ny/2180746","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:01+00:00","https://opencorporates.com/users/23275","user","845 UN LIMITED PARTNERSHIP","us_ny","2163521","https://opencorporates.com/companies/us_ny/2163521","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:01+00:00","https://opencorporates.com/users/23275","user","ALL COUNTY BUILDING SUPPLY & MAINTENANCE CORP.","us_ny","1658756","https://opencorporates.com/companies/us_ny/1658756","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:01+00:00","https://opencorporates.com/users/23275","user","AVIATION PAYROLL COMPANY","us_fl","P12000068903","https://opencorporates.com/companies/us_fl/P12000068903","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:01+00:00","https://opencorporates.com/users/23275","user","B PLAZA REALTY CORP.","us_ny","711062","https://opencorporates.com/companies/us_ny/711062","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:01+00:00","https://opencorporates.com/users/23275","user","BEACH HAVEN APARTMENTS #3, L.L.C.","us_ny","1953580","https://opencorporates.com/companies/us_ny/1953580","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:01+00:00","https://opencorporates.com/users/23275","user","BEACH HAVEN SHOPPING CENTER LLC","us_ny","1954793","https://opencorporates.com/companies/us_ny/1954793","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:01+00:00","https://opencorporates.com/users/23275","user","BEDFORD HILLS CORPORATION","us_ny","1945078","https://opencorporates.com/companies/us_ny/1945078","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:02+00:00","https://opencorporates.com/users/23275","user","BRIAR HALL OPERATIONS LLC","us_ny","2100244","https://opencorporates.com/companies/us_ny/2100244","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:02+00:00","https://opencorporates.com/users/23275","user","CARIBUSINESS MRE LLC","us_de","5302942","https://opencorporates.com/companies/us_de/5302942","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:02+00:00","https://opencorporates.com/users/23275","user","CHELSEA HALL, L.L.C.","us_ny","1953583","https://opencorporates.com/companies/us_ny/1953583","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:02+00:00","https://opencorporates.com/users/23275","user","CHICAGO UNIT ACQUISITION LLC","us_de","4078209","https://opencorporates.com/companies/us_de/4078209","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:02+00:00","https://opencorporates.com/users/23275","user","CHINA TRADEMARK LLC","us_de","4563276","https://opencorporates.com/companies/us_de/4563276","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:02+00:00","https://opencorporates.com/users/23275","user","CLYDE HALL INC.","us_ny","144695","https://opencorporates.com/companies/us_ny/144695","True"
"","","","","","","","","Ben Parker","2016-05-04T20:00:02+00:00","https://opencorporates.com/users/23275","user","CORONET HALL, INC.","us_ny","97483","https://opencorporates.com/companies/us_ny/97483","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:02+00:00","https://opencorporates.com/users/23275","user","COUNTRY INVESTORS, L.L.C.","us_va","S0204752","https://opencorporates.com/companies/us_va/S0204752","True"
"","","","","","","","","Ben Parker","2016-05-04T20:00:02+00:00","https://opencorporates.com/users/23275","user","D B PACE ACQUISITION MEMBER CORP","us_de","5636047","https://opencorporates.com/companies/us_de/5636047","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:02+00:00","https://opencorporates.com/users/23275","user","DEVELOPMENT MEMBER INC.","us_ny","2077898","https://opencorporates.com/companies/us_ny/2077898","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:03+00:00","https://opencorporates.com/users/23275","user","D.J. AEROSPACE (BERMUDA) LIMITED","bm","19134","https://opencorporates.com/companies/bm/19134","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:03+00:00","https://opencorporates.com/users/23275","user","DJT AEROSPACE LLC","us_de","4830920","https://opencorporates.com/companies/us_de/4830920","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:03+00:00","https://opencorporates.com/users/23275","user","DJT ENTREPRENEUR MANAGING MEMBER LLC","us_ny","3117862","https://opencorporates.com/companies/us_ny/3117862","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:03+00:00","https://opencorporates.com/users/23275","user","DJT ENTREPRENEUR MEMBER LLC","us_ny","3117736","https://opencorporates.com/companies/us_ny/3117736","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:03+00:00","https://opencorporates.com/users/23275","user","DJT LAND HOLDINGS MEMBER CORP","us_de","4975628","https://opencorporates.com/companies/us_de/4975628","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:03+00:00","https://opencorporates.com/users/23275","user","DJT OPERATIONS II LLC","us_de","4848600","https://opencorporates.com/companies/us_de/4848600","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:03+00:00","https://opencorporates.com/users/23275","user","DONALD J. TRUMP ENTERPRISES II LLC","us_de","3129773","https://opencorporates.com/companies/us_de/3129773","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:03+00:00","https://opencorporates.com/users/23275","user","DONALD J. TRUMP ENTERPRISES III LLC","us_de","4247206","https://opencorporates.com/companies/us_de/4247206","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:04+00:00","https://opencorporates.com/users/23275","user","DONALD J. TRUMP ENTERPRISES LLC","us_de","3045581","https://opencorporates.com/companies/us_de/3045581","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:04+00:00","https://opencorporates.com/users/23275","user","DSN LICENSING LLC","us_de","4645218","https://opencorporates.com/companies/us_de/4645218","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:04+00:00","https://opencorporates.com/users/23275","user","DSN LICENSING MEMBER CORP","us_de","4645220","https://opencorporates.com/companies/us_de/4645220","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:04+00:00","https://opencorporates.com/users/23275","user","DT APP WARRANT HOLDING MANAGING MEMBER CORP","us_de","5118441","https://opencorporates.com/companies/us_de/5118441","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:04+00:00","https://opencorporates.com/users/23275","user","DT DUBAI GOLF MANAGER LLC","us_de","5306435","https://opencorporates.com/companies/us_de/5306435","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:04+00:00","https://opencorporates.com/users/23275","user","DT DUBAI GOLF MANAGER MEMBER CORP","us_de","5306432","https://opencorporates.com/companies/us_de/5306432","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:05+00:00","https://opencorporates.com/users/23275","user","DT DUBAI II GOLF MANAGER LLC","us_de","5630628","https://opencorporates.com/companies/us_de/5630628","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:05+00:00","https://opencorporates.com/users/23275","user","DT DUBAI II GOLF MANAGER MEMBER CORP","us_de","5630626","https://opencorporates.com/companies/us_de/5630626","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:05+00:00","https://opencorporates.com/users/23275","user","DT HOME MARKS INTERNATIONAL LLC","us_de","5365591","https://opencorporates.com/companies/us_de/5365591","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:05+00:00","https://opencorporates.com/users/23275","user","DT HOME MARKS INTERNATIONAL MEMBER CORP","us_de","5365594","https://opencorporates.com/companies/us_de/5365594","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:05+00:00","https://opencorporates.com/users/23275","user","DT INDIA VENTURE LLC","us_de","5092401","https://opencorporates.com/companies/us_de/5092401","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:05+00:00","https://opencorporates.com/users/23275","user","DT INDIA VENTURE MANAGING MEMBER CORP","us_de","5092403","https://opencorporates.com/companies/us_de/5092403","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:06+00:00","https://opencorporates.com/users/23275","user","DT MARKS BAKU LLC","us_de","5137315","https://opencorporates.com/companies/us_de/5137315","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:06+00:00","https://opencorporates.com/users/23275","user","DT MARKS BAKU MANAGING MEMBER CORP","us_de","5137319","https://opencorporates.com/companies/us_de/5137319","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:06+00:00","https://opencorporates.com/users/23275","user","DT MARKS DUBAI II LLC","us_de","5630623","https://opencorporates.com/companies/us_de/5630623","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:06+00:00","https://opencorporates.com/users/23275","user","DT MARKS DUBAI II MEMBER CORP","us_de","5630621","https://opencorporates.com/companies/us_de/5630621","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:06+00:00","https://opencorporates.com/users/23275","user","DT MARKS DUBAI LLC","us_de","5393092","https://opencorporates.com/companies/us_de/5393092","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:06+00:00","https://opencorporates.com/users/23275","user","DT MARKS DUBAI MEMBER CORP","us_de","5393095","https://opencorporates.com/companies/us_de/5393095","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:07+00:00","https://opencorporates.com/users/23275","user","DT MARKS GURGAON LLC","us_de","5629103","https://opencorporates.com/companies/us_de/5629103","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:07+00:00","https://opencorporates.com/users/23275","user","DT MARKS GURGAON MANAGING MEMBER CORP","us_de","5629114","https://opencorporates.com/companies/us_de/5629114","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:07+00:00","https://opencorporates.com/users/23275","user","DT MARKS JERSEY CITY LLC","us_de","5629090","https://opencorporates.com/companies/us_de/5629090","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:07+00:00","https://opencorporates.com/users/23275","user","DT MARKS PRODUCTS INTERNATIONAL LLC","us_de","5398379","https://opencorporates.com/companies/us_de/5398379","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:08+00:00","https://opencorporates.com/users/23275","user","DT MARKS PRODUCTS INTERNATIONAL MEMBER CORP","us_de","5398380","https://opencorporates.com/companies/us_de/5398380","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:08+00:00","https://opencorporates.com/users/23275","user","DT MARKS PUNE II LLC","us_de","5553542","https://opencorporates.com/companies/us_de/5553542","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:08+00:00","https://opencorporates.com/users/23275","user","DT MARKS PUNE II MANAGING MEMBER CORP","us_de","5553541","https://opencorporates.com/companies/us_de/5553541","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:08+00:00","https://opencorporates.com/users/23275","user","DT MARKS PUNE LLC","us_de","5092397","https://opencorporates.com/companies/us_de/5092397","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:08+00:00","https://opencorporates.com/users/23275","user","DT MARKS PUNE MANAGING MEMBER CORP","us_de","5092402","https://opencorporates.com/companies/us_de/5092402","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:09+00:00","https://opencorporates.com/users/23275","user","DT MARKS QATAR LLC","us_de","5630631","https://opencorporates.com/companies/us_de/5630631","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:09+00:00","https://opencorporates.com/users/23275","user","DT MARKS QATAR MEMBER CORP","us_de","5630627","https://opencorporates.com/companies/us_de/5630627","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:09+00:00","https://opencorporates.com/users/23275","user","DT MARKS RIO LLC","us_de","5121561","https://opencorporates.com/companies/us_de/5121561","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:09+00:00","https://opencorporates.com/users/23275","user","DT MARKS RIO MEMBER CORP","us_de","5121564","https://opencorporates.com/companies/us_de/5121564","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:09+00:00","https://opencorporates.com/users/23275","user","DT MARKS VANCOUVER LP","us_de","5278097","https://opencorporates.com/companies/us_de/5278097","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:10+00:00","https://opencorporates.com/users/23275","user","DT MARKS VANCOUVER MEMBER CORP","us_de","5277332","https://opencorporates.com/companies/us_de/5277332","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:10+00:00","https://opencorporates.com/users/23275","user","DT MARKS WORLI LLC","us_de","5338687","https://opencorporates.com/companies/us_de/5338687","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:10+00:00","https://opencorporates.com/users/23275","user","DT MARKS WORLI MEMBER CORP.","us_de","5338686","https://opencorporates.com/companies/us_de/5338686","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:11+00:00","https://opencorporates.com/users/23275","user","DT TOWER GURGAON LLC","us_de","5705895","https://opencorporates.com/companies/us_de/5705895","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:11+00:00","https://opencorporates.com/users/23275","user","DT TOWER GURGAON MANAGING MEMBER CORP","us_de","5705971","https://opencorporates.com/companies/us_de/5705971","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:11+00:00","https://opencorporates.com/users/23275","user","DTW VENTURE LLC","us_de","5498643","https://opencorporates.com/companies/us_de/5498643","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:11+00:00","https://opencorporates.com/users/23275","user","DTW VENTURE MANAGING MEMBER CORP.","us_de","5498640","https://opencorporates.com/companies/us_de/5498640","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:12+00:00","https://opencorporates.com/users/23275","user","EXCEL VENTURE I CORPORATION","us_de","5329207","https://opencorporates.com/companies/us_de/5329207","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:12+00:00","https://opencorporates.com/users/23275","user","EXCEL VENTURE I LLC","us_de","5327477","https://opencorporates.com/companies/us_de/5327477","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:12+00:00","https://opencorporates.com/users/23275","user","FIFTY-SEVEN MANAGEMENT CORP.","us_ny","1974809","https://opencorporates.com/companies/us_ny/1974809","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:12+00:00","https://opencorporates.com/users/23275","user","FIFTY-SEVENTH STREET ASSOCIATES L.L.C.","us_ny","1966492","https://opencorporates.com/companies/us_ny/1966492","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:13+00:00","https://opencorporates.com/users/23275","user","FIRST MEMBER INC.","us_ny","2069399","https://opencorporates.com/companies/us_ny/2069399","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:13+00:00","https://opencorporates.com/users/23275","user","FLORIDA PROPERTIES MANAGEMENT, L.C.","us_fl","L01000021857","https://opencorporates.com/companies/us_fl/L01000021857","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:13+00:00","https://opencorporates.com/users/23275","user","GEPT DELMONICO LLC","us_de","3482610","https://opencorporates.com/companies/us_de/3482610","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:13+00:00","https://opencorporates.com/users/23275","user","GOLF PRODUCTIONS MEMBER CORP","us_de","4699223","https://opencorporates.com/companies/us_de/4699223","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:14+00:00","https://opencorporates.com/users/23275","user","GOLF RECREATION SCOTLAND LIMITED","gb","SC469689","https://opencorporates.com/companies/gb/SC469689","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:14+00:00","https://opencorporates.com/users/23275","user","HIGHLANDER HALL, INC.","us_ny","97482","https://opencorporates.com/companies/us_ny/97482","True"
"","","","","","","","","Ben Parker","2016-05-04T20:00:14+00:00","https://opencorporates.com/users/23275","user","HUDSON WATERFRONT II CORPORATION","us_ny","1872278","https://opencorporates.com/companies/us_ny/1872278","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:15+00:00","https://opencorporates.com/users/23275","user","HUDSON WESTSIDE ASSOCIATES I, L.P.","us_de","2453338","https://opencorporates.com/companies/us_de/2453338","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:15+00:00","https://opencorporates.com/users/23275","user","HUDSON WESTSIDE ASSOCIATES II, L.P.","us_de","2453356","https://opencorporates.com/companies/us_de/2453356","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:15+00:00","https://opencorporates.com/users/23275","user","HUDSON WESTSIDE ASSOCIATES III, L.P.","us_de","2453355","https://opencorporates.com/companies/us_de/2453355","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:15+00:00","https://opencorporates.com/users/23275","user","HUDSON WESTSIDE ASSOCIATES IV, L.P.","us_de","2453352","https://opencorporates.com/companies/us_de/2453352","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:16+00:00","https://opencorporates.com/users/23275","user","HUDSON WESTSIDE ASSOCIATES, L.P.","us_de","2411813","https://opencorporates.com/companies/us_de/2411813","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:16+00:00","https://opencorporates.com/users/23275","user","HUDSON WESTSIDE ASSOCIATES V, L.P.","us_de","2453351","https://opencorporates.com/companies/us_de/2453351","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:16+00:00","https://opencorporates.com/users/23275","user","HWA 555 OWNERS, LLC","us_de","4085154","https://opencorporates.com/companies/us_de/4085154","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:17+00:00","https://opencorporates.com/users/23275","user","INDIAN HILLS HOLDINGS LLC","us_ny","2225777","https://opencorporates.com/companies/us_ny/2225777","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:17+00:00","https://opencorporates.com/users/23275","user","LAWRENCE TOWERS APARTMENTS, L.L.C.","us_ny","1954274","https://opencorporates.com/companies/us_ny/1954274","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:17+00:00","https://opencorporates.com/users/23275","user","LFB ACQUISITION MEMBER CORP","us_de","5063688","https://opencorporates.com/companies/us_de/5063688","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:17+00:00","https://opencorporates.com/users/23275","user","NITTO WORLD CO., LIMITED","gb","02124389","https://opencorporates.com/companies/gb/02124389","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:18+00:00","https://opencorporates.com/users/23275","user","OCEAN DEVELOPMENT MEMBER INC.","us_ny","3486631","https://opencorporates.com/companies/us_ny/3486631","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:18+00:00","https://opencorporates.com/users/23275","user","OCEAN DEVELOPMENT SERVICES LLC","us_ny","3486551","https://opencorporates.com/companies/us_ny/3486551","True"
"","","","","","","","","Ben Parker","2016-05-04T20:00:18+00:00","https://opencorporates.com/users/23275","user","OWO DEVELOPER LLC","us_de","5633362","https://opencorporates.com/companies/us_de/5633362","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:19+00:00","https://opencorporates.com/users/23275","user","PANAMA OCEAN CLUB MANAGEMENT LLC","us_de","4856923","https://opencorporates.com/companies/us_de/4856923","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:19+00:00","https://opencorporates.com/users/23275","user","PANAMA OCEAN CLUB MANAGEMENT MEMBER CORP","us_de","4856930","https://opencorporates.com/companies/us_de/4856930","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:20+00:00","https://opencorporates.com/users/23275","user","PARAMOUNT RPV HOLDINGS MANAGER CORP","us_de","5062508","https://opencorporates.com/companies/us_de/5062508","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:20+00:00","https://opencorporates.com/users/23275","user","PARC CONSULTING, INC.","us_ny","1046394","https://opencorporates.com/companies/us_ny/1046394","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:20+00:00","https://opencorporates.com/users/23275","user","PINE HILL DEVELOPMENT MANAGING MEMBER CORP","us_de","5517247","https://opencorporates.com/companies/us_de/5517247","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:21+00:00","https://opencorporates.com/users/23275","user","PLAZA CONSULTING CORP.","us_ny","1121106","https://opencorporates.com/companies/us_ny/1121106","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:21+00:00","https://opencorporates.com/users/23275","user","REG-TRU EQUITIES, LTD.","us_ny","446376","https://opencorporates.com/companies/us_ny/446376","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:21+00:00","https://opencorporates.com/users/23275","user","SCOTLAND ACQUISITIONS LLC","us_de","4129366","https://opencorporates.com/companies/us_de/4129366","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:21+00:00","https://opencorporates.com/users/23275","user","SENTIENT JETS MEMBER CORP","us_de","4605359","https://opencorporates.com/companies/us_de/4605359","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:22+00:00","https://opencorporates.com/users/23275","user","SHORE HAVEN SHOPPING CENTER, L.L.C.","us_ny","1953506","https://opencorporates.com/companies/us_ny/1953506","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:22+00:00","https://opencorporates.com/users/23275","user","SMC OCEAN LLC","us_ny","3458856","https://opencorporates.com/companies/us_ny/3458856","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:22+00:00","https://opencorporates.com/users/23275","user","SUSSEX HALL INC.","us_ny","66448","https://opencorporates.com/companies/us_ny/66448","False"
"","","","","","","","","Ben Parker","2016-05-04T20:00:23+00:00","https://opencorporates.com/users/23275","user","THC BAKU HOTEL MANAGER SERVICES LLC","us_de","5661940","https://opencorporates.com/companies/us_de/5661940","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:23+00:00","https://opencorporates.com/users/23275","user","THC BAKU HOTEL MANAGER SERVICES MEMBER CORP.","us_de","5661941","https://opencorporates.com/companies/us_de/5661941","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:23+00:00","https://opencorporates.com/users/23275","user","THC BAKU SERVICES MEMBER CORP","us_de","5654667","https://opencorporates.com/companies/us_de/5654667","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:24+00:00","https://opencorporates.com/users/23275","user","THC CHINA DEVELOPMENT LLC","us_de","4507897","https://opencorporates.com/companies/us_de/4507897","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:24+00:00","https://opencorporates.com/users/23275","user","THC CHINA TECHNICAL SERVICES LLC","us_de","5535108","https://opencorporates.com/companies/us_de/5535108","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:24+00:00","https://opencorporates.com/users/23275","user","THC CHINA TECHNICAL SERVICES MANAGER CORP","us_de","5534662","https://opencorporates.com/companies/us_de/5534662","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:25+00:00","https://opencorporates.com/users/23275","user","THC DEVELOPMENT BRAZIL LLC","us_de","5334945","https://opencorporates.com/companies/us_de/5334945","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:25+00:00","https://opencorporates.com/users/23275","user","THC DEVELOPMENT BRAZIL MANAGING MEMBER CORP","us_de","5334944","https://opencorporates.com/companies/us_de/5334944","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:25+00:00","https://opencorporates.com/users/23275","user","THC DUBAI II HOTEL MANAGER LLC","us_de","5630624","https://opencorporates.com/companies/us_de/5630624","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:25+00:00","https://opencorporates.com/users/23275","user","THC DUBAI II HOTEL MANAGER MEMBER CORP","us_de","5630622","https://opencorporates.com/companies/us_de/5630622","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:26+00:00","https://opencorporates.com/users/23275","user","THC HOTEL DEVELOPMENT LLC","us_de","5226568","https://opencorporates.com/companies/us_de/5226568","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:26+00:00","https://opencorporates.com/users/23275","user","THC IMEA DEVELOPMENT LLC","us_de","4975624","https://opencorporates.com/companies/us_de/4975624","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:26+00:00","https://opencorporates.com/users/23275","user","THC MIAMI RESTAURANT HOSPITALITY MEMBER CORP","us_de","5283470","https://opencorporates.com/companies/us_de/5283470","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:27+00:00","https://opencorporates.com/users/23275","user","THC QATAR HOTEL MANAGER LLC","us_de","5630651","https://opencorporates.com/companies/us_de/5630651","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:27+00:00","https://opencorporates.com/users/23275","user","THC QATAR HOTEL MANAGER MEMBER CORP","us_de","5630645","https://opencorporates.com/companies/us_de/5630645","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:27+00:00","https://opencorporates.com/users/23275","user","THC RIO MANAGER LLC","us_de","5317474","https://opencorporates.com/companies/us_de/5317474","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:28+00:00","https://opencorporates.com/users/23275","user","THC RIO MANAGING MEMBER CORP","us_de","5317473","https://opencorporates.com/companies/us_de/5317473","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:28+00:00","https://opencorporates.com/users/23275","user","THC VANCOUVER MANAGEMENT CORP","us_de","5277336","https://opencorporates.com/companies/us_de/5277336","null"
"","","","","","","","","Ben Parker","2016-05-04T20:00:28+00:00","https://opencorporates.com/users/23275","user","THC VENTURE I MANAGING MEMBER CORP.","us_de","5498656","https://opencorporates.com/companies/us_de/5498656","null"
