2016052500936002,A,2016000206739,1,PAT,2016-05-25,0,2016-06-20,2016-06-20,0,0,0,0,2016-07-31
2016112901129002,A,2016000429911,3,PAT,2016-11-28,0,2016-12-06,2016-12-06,0,0,0,0,2016-12-31
2016041500154001,A,2016000222012,1,PAT,2016-04-13,0,2016-06-30,2016-06-30,0,0,0,0,2016-07-31
2016062102102001,A,2016000228458,4,PAT,2016-06-10,0,2016-07-06,2016-07-06,0,0,0,0,2016-07-31
2016042201038002,A,2016000146007,1,PAT,2016-04-13,0,2016-04-27,2016-04-27,0,0,0,0,2016-04-30
2016052500036001,A,2016000184130,1,PAT,2016-04-28,0,2016-06-01,2016-06-01,0,0,0,0,2016-06-30
2016121400161002,A,2017000031661,4,SAT,2016-11-11,0,2017-01-24,2017-01-24,0,0,0,0,2017-01-31
2017010401354003,A,2017000010655,1,PAT,2016-12-19,0,2017-01-09,2017-01-09,0,0,0,0,2017-01-31
2017010501532003,A,2017000008597,1,PAT,2016-12-28,0,2017-01-06,2017-01-06,0,0,0,0,2017-01-31
2017010501532002,A,2017000008596,1,PAT,2016-12-28,0,2017-01-06,2017-01-06,0,0,0,0,2017-01-31
2017010400305002,A,2017000004713,1,PAT,2016-12-21,0,2017-01-05,2017-01-05,0,0,0,0,2017-01-31
2016121600251002,A,2017000011709,1,MAPS,2016-11-29,0,2017-01-10,2017-01-10,0,0,0,0,2017-01-31
2017012600674001,A,2017000039304,1,RPTT&RET,2016-12-31,0,2017-01-27,2017-01-27,0,0,0,100,2017-01-31
2017012600674001,A,2017000039304,1,RPTT&RET,2016-12-31,0,2017-01-27,2017-01-27,0,0,0,100,2017-01-31
2017012300863001,A,2017000031961,1,LOCC,2017-01-23,0,2017-01-24,2017-01-24,0,0,0,0,2017-01-31
2017012300832001,A,2017000031960,1,LOCC,2017-01-23,0,2017-01-24,2017-01-24,0,0,0,0,2017-01-31
2017011700432001,A,2017000024022,1,DEED,2016-01-12,10,2017-01-18,2017-01-18,0,0,0,100,2017-01-31
2017010400315001,A,2017000009602,1,MTGE,2016-12-30,2.5e+07,2017-01-09,2017-01-09,0,0,0,0,2017-01-31
2017013000262001,A,2017000041470,1,RPTT&RET,2017-01-01,0,2017-01-30,2017-01-30,0,0,0,100,2017-01-31
2017013000262001,A,2017000041470,1,RPTT&RET,2017-01-01,0,2017-01-30,2017-01-30,0,0,0,100,2017-01-31
2017012701324001,A,2017000040787,1,RPTT&RET,2016-12-31,0,2017-01-30,2017-01-30,0,0,0,100,2017-01-31
2017012701324001,A,2017000040787,1,RPTT&RET,2016-12-31,0,2017-01-30,2017-01-30,0,0,0,100,2017-01-31
2017013000159001,A,2017000040574,1,RPTT&RET,2016-12-31,0,2017-01-30,2017-01-30,0,0,0,100,2017-01-31
2017013000159001,A,2017000040574,1,RPTT&RET,2016-12-31,0,2017-01-30,2017-01-30,0,0,0,100,2017-01-31
2017012701282001,A,2017000039381,1,RPTT&RET,2016-12-31,0,2017-01-30,2017-01-30,0,0,0,100,2017-01-31
2017012701282001,A,2017000039381,1,RPTT&RET,2016-12-31,0,2017-01-30,2017-01-30,0,0,0,100,2017-01-31
